"report-cd-rfile"
"Iteration" "report-cd"
("Iteration" "report-cd")
1 0.09917330034873843
2 0.08300380272575605
3 0.0734257663825327
4 0.06761398927514849
5 0.06460509032336421
6 0.0627670276588338
7 0.06179538493607842
8 0.06099234436805263
9 0.06038352118198165
10 0.06001528405655249
11 0.05985781595776642
12 0.05968306550384827
13 0.05956551835809903
14 0.05948462009826489
15 0.05942548007990674
16 0.05939944122838252
17 0.05940327415445322
18 0.05941591399922954
19 0.05943083526664184
20 0.05944214722968124
21 0.05944430500149908
22 0.05944282004512758
23 0.05944082040462
24 0.05943979133099354
25 0.05944014675089299
26 0.05944140224214599
27 0.05944294232549747
28 0.05944438323684029
29 0.05944556038031586
30 0.05944651796088717
31 0.0594471874083274
32 0.05944763391058397
33 0.05944788891987537
34 0.05944802636067163
35 0.05944811784636624
36 0.05944821704941072
37 0.05944833251992618
38 0.0594484594731341
39 0.05944857541637071
40 0.05944867025966978
