"report-cd-rfile"
"Iteration" "report-cd"
("Iteration" "report-cd")
1 0.06600866272092887
2 0.06548719002492459
3 0.06490458953443357
4 0.06405947408952518
5 0.063146314529522
6 0.06241985257656794
7 0.06197578688037234
8 0.06170365125534221
9 0.06155979873690148
10 0.0615031484619075
11 0.06144810507489266
12 0.06139296070249403
13 0.06135149527944476
14 0.06132975484217632
15 0.06133016917271074
16 0.06134914100589839
17 0.0613787401916099
18 0.06141111868008696
19 0.06144111647387972
20 0.06146611529581543
21 0.06148522564084335
22 0.0614981220955309
23 0.0615044640573673
24 0.06150703120230423
25 0.06150882817098863
26 0.06150771561827111
27 0.06150660522200641
28 0.06150612299180797
29 0.06150524298260681
30 0.06150486406428725
31 0.06150520903367736
32 0.0615058839100968
33 0.06150651709621865
34 0.06150716375296281
35 0.06150772503118149
36 0.06150815035352553
37 0.06150845657754694
