"report-cd-rfile"
"Iteration" "report-cd"
("Iteration" "report-cd")
1 0.09901284147755633
2 0.07396005272860047
3 0.06064507052277436
4 0.05250053231894825
5 0.04730297230865793
6 0.04377245910033396
7 0.0413883252189111
8 0.03969930061986304
9 0.03841542352228313
10 0.03747950144852228
11 0.03691138794159216
12 0.03647408443941457
13 0.03611199788632276
14 0.03595678722323228
15 0.03582500132648605
16 0.03570223694536664
17 0.0356128576506124
18 0.03553656396226282
19 0.03544541124269589
20 0.03536966971294807
21 0.03529754957204546
22 0.03523836410939731
23 0.03519905800121709
24 0.03516788366821219
25 0.03515225741939749
26 0.03513966951117411
27 0.03512609377893602
28 0.03511869465026916
29 0.03511449559786742
30 0.03511172929638553
31 0.03510664559551338
32 0.03510446745794332
33 0.0351016552884922
34 0.03510009130197018
35 0.03510140869123311
36 0.03510174119265132
37 0.0351003843425812
38 0.03509792189796025
39 0.03509794402177219
40 0.03509796536432866
41 0.03509803340836364
42 0.03509683369157055
43 0.03509717650352609
44 0.03509734146626326
45 0.03509671916963136
46 0.0350969296634563
47 0.03509716667784502
48 0.03509780044796544
49 0.03509702725288084
50 0.03509656284324247
51 0.03509657013528321
52 0.03509650140667864
