"report-cd-rfile"
"Iteration" "report-cd"
("Iteration" "report-cd")
1 0.04755879900512775
2 0.03927233719054897
3 0.03472462114392996
4 0.02996823748981356
5 0.02958713172383751
6 0.02803630648131562
7 0.02655589415761183
8 0.02483662728442709
9 0.02356945726595481
10 0.02228732373367965
11 0.02135481837092519
12 0.0205280562412071
13 0.01987440045589507
14 0.01936445044609643
15 0.018982362745784
16 0.01870966042126341
17 0.01846974152485936
18 0.01828361267310412
19 0.01815824768646691
20 0.01806293414854406
21 0.01799355715626969
22 0.01793802305072876
23 0.01790073165742323
24 0.01787220415924905
25 0.01785031485581225
26 0.01783464245486053
27 0.01782193148798071
28 0.01781303857219518
29 0.01780600846741532
30 0.01780115960064244
31 0.01779715887642227
32 0.01779398704313983
33 0.01779161096890427
34 0.0177897014478275
35 0.01778816834250928
36 0.01778711391374866
37 0.01778629633436071
38 0.01778547986510964
39 0.01778490444735952
40 0.01778439281842725
41 0.01778401669645335
42 0.01778371288130476
43 0.01778348852118309
44 0.0177832969154253
45 0.01778317236537564
