"report-cd-rfile"
"Iteration" "report-cd"
("Iteration" "report-cd")
1 0.1475439358555473
2 0.1098212310534356
3 0.08944730129382446
4 0.07938598815219737
5 0.07456892085336177
6 0.07234138468316748
7 0.07124186004456098
8 0.07047134151959611
9 0.07001016163283626
10 0.06973601591798687
11 0.06955964972754011
12 0.06940607332538754
13 0.06926889423638724
14 0.06912156829679714
15 0.06894645834042727
16 0.06878778834688602
17 0.06867201777509151
18 0.06860254465602857
19 0.06857557114333283
20 0.06857353999066705
21 0.06858130696593144
22 0.06858868952551556
23 0.06859285327704517
24 0.06859433636601577
25 0.06859410642041434
26 0.06859384435435156
27 0.06859434884497956
28 0.06859591704538461
29 0.06859846162750148
30 0.06860164856979711
31 0.06860495928033758
32 0.06860788925852419
33 0.06861012316798341
34 0.06861159291083029
35 0.06861244443762296
36 0.06861292592440983
