"report-cl-rfile"
"Iteration" "report-cl"
("Iteration" "report-cl")
1 -0.04700898646932898
2 -0.2129646946021369
3 -0.3825230854698242
4 -0.5309889839363012
5 -0.6569976768703925
6 -0.7491913872621203
7 -0.809196385678254
8 -0.8509387772678908
9 -0.8808639645841363
10 -0.9004102591644175
11 -0.9144566860096416
12 -0.9237841413109255
13 -0.9305777948332247
14 -0.9354263611212448
15 -0.9390355369308536
16 -0.9415878364078799
17 -0.9434119455153696
18 -0.9447904722231354
19 -0.9457892578619155
20 -0.9465356674205776
21 -0.9470643106664534
22 -0.9474432099441904
23 -0.9477033303096671
24 -0.9478804664577652
25 -0.9479928734812522
26 -0.9480629468812962
27 -0.948101832078577
28 -0.9481200049659658
29 -0.9481265354747985
30 -0.9481269180181753
31 -0.9481218638004751
32 -0.9481129016404178
33 -0.948104682070643
34 -0.9480991196244662
35 -0.9480919823274039
36 -0.9480838804890406
37 -0.9480754694483803
38 -0.9480635670388953
39 -0.9480560671372219
40 -0.948052199664163
41 -0.9480486829980076
42 -0.9480460309442919
43 -0.9480438425089212
44 -0.9480421003082963
45 -0.9480405897304571
46 -0.9480396193118307
47 -0.9480389443775241
