"report-cd-rfile"
"Iteration" "report-cd"
("Iteration" "report-cd")
1 0.6624910450657093
2 0.3384652773659594
3 0.180212130827124
4 0.1036104732869637
5 0.06571429771665295
6 0.04684395693643902
7 0.03651097653990256
8 0.02989085659034931
9 0.02579311852101798
10 0.02331028425159767
11 0.02148796149135238
12 0.02048439657858878
13 0.01966227670958117
14 0.01908261149690319
15 0.01873416011967072
16 0.01845984115235972
17 0.01825026087643576
18 0.01809433767885897
19 0.01798658193688463
20 0.01790575514912401
21 0.01784770664395181
22 0.01780488850577996
23 0.01777135307681053
24 0.01774752177787329
25 0.01772912318321412
26 0.01771650478713509
27 0.01770684709882516
28 0.01769993217508918
29 0.01769506169329037
30 0.01769156543237309
31 0.01768906238493642
32 0.01768735273313606
33 0.01768618367923053
34 0.01768550656076669
35 0.01768497344732007
36 0.01768454062367587
37 0.01768425735259609
38 0.01768413213849393
39 0.01768421794927803
40 0.01768418278379195
41 0.01768431988910822
42 0.01768436852387643
43 0.01768445775246313
44 0.01768449335806132
45 0.01768455952685272
46 0.01768462994702851
47 0.01768469465182369
