"report-cd-rfile"
"Iteration" "report-cd"
("Iteration" "report-cd")
1 0.1601804551911736
2 0.1250507995557313
3 0.1046232207250538
4 0.09301539343494807
5 0.0877230629826266
6 0.08580479204364896
7 0.08479361263990209
8 0.08397497773761567
9 0.08311793238670395
10 0.08230867284879582
11 0.08160302907737724
12 0.08114636695908366
13 0.08090078092070913
14 0.0806888758435291
15 0.08041422135223766
16 0.08007893900793631
17 0.07975254813300026
18 0.07950915163257598
19 0.07938053001329712
20 0.07934475097274611
21 0.0793522119416725
22 0.07936372604971882
23 0.07936376873122362
24 0.07935239306747818
25 0.07933550999528151
26 0.07931887762463091
27 0.07930631539850302
28 0.07929957609453953
29 0.07929870683575986
30 0.07930219708330973
31 0.07930762547618969
32 0.07931252530724241
33 0.07931542441620396
34 0.07931613838228281
35 0.07931543497892606
36 0.07931435749858558
37 0.07931368103379603
38 0.07931367508629419
39 0.07931422940480386
