"report-cd-rfile"
"Iteration" "report-cd"
("Iteration" "report-cd")
1 0.1084067114882622
2 0.08640150974959404
3 0.07399298177546527
4 0.06699957880372301
5 0.06301230494148266
6 0.06052794559627116
7 0.05903557492580065
8 0.05809421315905056
9 0.05762759487635016
10 0.05738339053336902
11 0.05728167974749073
12 0.05724086695266518
13 0.05722873536164222
14 0.05724099903255766
15 0.05725985886314406
16 0.05727554284097652
17 0.05727901615595272
18 0.05727305015812811
19 0.05726347895027888
20 0.05725593875726408
21 0.05725364309942159
22 0.05725204196194728
23 0.0572515690508249
24 0.05725044796724749
25 0.05724749808314718
26 0.0572443034852422
27 0.05724134791229912
28 0.05723946687730141
29 0.05723758300191281
30 0.05723654253699771
31 0.05723558244224325
32 0.05723450950701924
33 0.05723434132452233
34 0.05723406397228107
35 0.05723348627735825
36 0.05723343125032022
37 0.05723346469020605
38 0.05723335752984939
39 0.05723333352482556
40 0.05723359847466715
41 0.05723351645623923
42 0.057233804943676
43 0.05723385187951053
44 0.05723392300697989
45 0.05723399092871705
46 0.05723410607557892
