1	1	126.0646	16.9114	0.0000
1	2	127.0476	14.1412	0.0000
1	3	128.3210	13.4263	0.0000
1	4	129.6837	13.3370	0.0000
1	5	131.0911	13.5157	0.0000
1	6	132.4985	13.7168	0.0000
1	7	139.5803	15.1465	0.0000
1	8	146.7738	17.4029	0.0000
1	9	154.0566	20.2847	0.0000
1	10	161.7416	23.7921	0.0000
1	11	169.1808	27.9027	0.0000
1	12	176.3743	32.0356	0.0000
1	13	183.8359	36.1238	0.0000
1	14	191.3644	39.9663	0.0000
1	15	198.7143	43.9428	0.0000
1	16	206.1982	48.2097	0.0000
1	17	213.6598	52.3873	0.0000
1	18	216.0055	53.6607	0.0000
1	19	126.0646	16.9114	0.0000
1	20	127.7848	19.2794	0.0000
1	21	129.2369	19.7932	0.0000
1	22	130.6667	20.2847	0.0000
1	23	132.1188	20.7539	0.0000
1	24	133.5709	21.2453	0.0000
1	25	140.7867	23.6581	0.0000
1	26	148.0025	26.0708	0.0000
1	27	155.2183	28.4835	0.0000
1	28	162.4341	30.8962	0.0000
1	29	169.6500	33.3089	0.0000
1	30	176.8881	35.7440	0.0000
1	31	184.1039	38.1791	0.0000
1	32	191.3868	41.0162	0.0000
1	33	198.7590	44.5906	0.0000
1	34	206.2429	48.8352	0.0000
1	35	213.7268	52.9905	0.0000
1	36	216.0278	54.2639	0.0000
