1	1	0	0	0
1	2	228	1786	0
1	3	456	2432	0
1	4	1140	3876	0
1	5	2242	5168	0
1	6	3382	6042	0
1	7	4484	6688	0
1	8	5624	6992	0
1	9	6726	7182	0
1	10	7866	7372	0
1	11	8968	7562	0
1	12	10070	7752	0
1	13	11210	7904	0
1	14	12312	8056	0
1	15	13452	8246	0
1	16	15656	8550	0
1	17	17898	8816	0
1	18	20140	9082	0
1	19	22382	9310	0
1	20	26866	9728	0
1	21	31312	10070	0
1	22	35796	10336	0
1	23	40242	10564	0
1	24	44726	10716	0
1	25	55898	11134	0
1	26	67070	11514	0
1	27	78242	11780	0
1	28	89414	11932	0
1	29	100586	12008	0
1	30	111758	11970	0
1	31	122892	11818	0
1	32	134064	11590	0
1	33	145236	11210	0
1	34	156408	10754	0
1	35	167580	10184	0
1	36	178752	9766	0
1	37	189924	9918	0
1	38	201096	10716	0
1	39	205542	11210	0
1	40	210026	11818	0
1	41	214510	12540	0
1	42	218956	13376	0
1	43	221198	13832	0
1	44	223440	14326	0
